date,match_a,match_b,n_h2h_a,n_h2h_b,prob_a,prob_b,odds_src,odds_a_H,odds_a_D,odds_a_A,odds_b_H,odds_b_D,odds_b_A,actual_pair,config_rank,excluded,remaining,win_rate_pct,actual_covered,dutch_is_profitable,dutch_prob_sum,dutch_profit,dutch_profit_pct
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,1,HD|HA,HH|DH|DD|DA|AH|AD|AA,96.0,True,False,1.0076,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,2,HD|AD,HH|HA|DH|DD|DA|AH|AA,94.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,3,HD|AA,HH|HA|DH|DD|DA|AH|AD,94.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,4,HA|AD,HH|HD|DH|DD|DA|AH|AA,94.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,5,HA|AA,HH|HD|DH|DD|DA|AH|AD,94.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,6,HH|HD,HA|DH|DD|DA|AH|AD|AA,92.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,7,HH|HA,HD|DH|DD|DA|AH|AD|AA,92.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,8,AD|AA,HH|HD|HA|DH|DD|DA|AH,92.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,9,HH|AD,HD|HA|DH|DD|DA|AH|AA,90.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,10,HH|AA,HD|HA|DH|DD|DA|AH|AD,90.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,11,HD|AH,HH|HA|DH|DD|DA|AD|AA,86.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,12,HA|AH,HH|HD|DH|DD|DA|AD|AA,86.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,13,HD|DD,HH|HA|DH|DA|AH|AD|AA,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,14,HD|DA,HH|HA|DH|DD|AH|AD|AA,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,15,HA|DD,HH|HD|DH|DA|AH|AD|AA,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,16,HA|DA,HH|HD|DH|DD|AH|AD|AA,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,17,AH|AD,HH|HD|HA|DH|DD|DA|AA,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,18,AH|AA,HH|HD|HA|DH|DD|DA|AD,84.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,19,HH|AH,HD|HA|DH|DD|DA|AD|AA,82.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,20,DD|AD,HH|HD|HA|DH|DA|AH|AA,82.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,21,DD|AA,HH|HD|HA|DH|DA|AH|AD,82.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,22,DA|AD,HH|HD|HA|DH|DD|AH|AA,82.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,23,DA|AA,HH|HD|HA|DH|DD|AH|AD,82.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,24,HH|DD,HD|HA|DH|DA|AH|AD|AA,80.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,25,HH|DA,HD|HA|DH|DD|AH|AD|AA,80.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,26,DD|AH,HH|HD|HA|DH|DA|AD|AA,74.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,27,DA|AH,HH|HD|HA|DH|DD|AD|AA,74.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,28,DD|DA,HH|HD|HA|DH|AH|AD|AA,72.0,True,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,29,HD|DH,HH|HA|DD|DA|AH|AD|AA,56.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,30,HA|DH,HH|HD|DD|DA|AH|AD|AA,56.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,31,DH|AD,HH|HD|HA|DD|DA|AH|AA,54.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,32,DH|AA,HH|HD|HA|DD|DA|AH|AD,54.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,33,HH|DH,HD|HA|DD|DA|AH|AD|AA,52.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,34,DH|AH,HH|HD|HA|DD|DA|AD|AA,46.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,35,DH|DD,HH|HD|HA|DA|AH|AD|AA,44.0,False,,,,
2020-10-17,Everton vs Liverpool,Man City vs Arsenal,10,10,H=0.1000 D=0.7000 A=0.2000,H=0.6000 D=0.2000 A=0.2000,B365,3.75,4.2,1.83,1.44,5.0,6.5,DH,36,DH|DA,HH|HD|HA|DD|AH|AD|AA,44.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,1,HD|DD,HH|HA|DH|DA|AH|AD|AA,96.0,True,True,0.9989,0.11,0.11
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,2,DD|DA,HH|HD|HA|DH|AH|AD|AA,96.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,3,HD|DA,HH|HA|DH|DD|AH|AD|AA,94.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,4,DH|DD,HH|HD|HA|DA|AH|AD|AA,93.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,5,DD|AD,HH|HD|HA|DH|DA|AH|AA,93.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,6,HD|DH,HH|HA|DD|DA|AH|AD|AA,91.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,7,HD|AD,HH|HA|DH|DD|DA|AH|AA,91.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,8,DH|DA,HH|HD|HA|DD|AH|AD|AA,91.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,9,DA|AD,HH|HD|HA|DH|DD|AH|AA,91.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,10,HA|DD,HH|HD|DH|DA|AH|AD|AA,90.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,11,HD|HA,HH|DH|DD|DA|AH|AD|AA,88.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,12,HA|DA,HH|HD|DH|DD|AH|AD|AA,88.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,13,DH|AD,HH|HD|HA|DD|DA|AH|AA,88.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,14,HA|DH,HH|HD|DD|DA|AH|AD|AA,85.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,15,HA|AD,HH|HD|DH|DD|DA|AH|AA,85.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,16,HH|DD,HD|HA|DH|DA|AH|AD|AA,81.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,17,DD|AA,HH|HD|HA|DH|DA|AH|AD,81.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,18,HH|HD,HA|DH|DD|DA|AH|AD|AA,79.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,19,HH|DA,HD|HA|DH|DD|AH|AD|AA,79.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,20,HD|AA,HH|HA|DH|DD|DA|AH|AD,79.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,21,DA|AA,HH|HD|HA|DH|DD|AH|AD,79.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,22,HH|DH,HD|HA|DD|DA|AH|AD|AA,76.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,23,HH|AD,HD|HA|DH|DD|DA|AH|AA,76.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,24,DH|AA,HH|HD|HA|DD|DA|AH|AD,76.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,25,AD|AA,HH|HD|HA|DH|DD|DA|AH,76.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,26,HH|HA,HD|DH|DD|DA|AH|AD|AA,73.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,27,HA|AA,HH|HD|DH|DD|DA|AH|AD,73.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,28,HH|AA,HD|HA|DH|DD|DA|AH|AD,64.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,29,DD|AH,HH|HD|HA|DH|DA|AD|AA,63.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,30,HD|AH,HH|HA|DH|DD|DA|AD|AA,61.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,31,DA|AH,HH|HD|HA|DH|DD|AD|AA,61.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,32,DH|AH,HH|HD|HA|DD|DA|AD|AA,58.0,False,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,33,AH|AD,HH|HD|HA|DH|DD|DA|AA,58.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,34,HA|AH,HH|HD|DH|DD|DA|AD|AA,55.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,35,HH|AH,HD|HA|DH|DD|DA|AD|AA,46.0,True,,,,
2020-12-12,Man United vs Man City,Everton vs Chelsea,10,10,H=0.3000 D=0.1000 A=0.6000,H=0.6000 D=0.1000 A=0.3000,B365,4.33,4.2,1.72,4.33,4.2,1.7,DH,36,AH|AA,HH|HD|HA|DH|DD|DA|AD,46.0,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,1,AD|AA,HH|HD|HA|DH|DD|DA|AH,90.0826,True,False,1.0227,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,2,HD|AD,HH|HA|DH|DD|DA|AH|AA,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,3,HD|AA,HH|HA|DH|DD|DA|AH|AD,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,4,HA|AD,HH|HD|DH|DD|DA|AH|AA,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,5,HA|AA,HH|HD|DH|DD|DA|AH|AD,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,6,DD|AD,HH|HD|HA|DH|DA|AH|AA,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,7,DD|AA,HH|HD|HA|DH|DA|AH|AD,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,8,DA|AD,HH|HD|HA|DH|DD|AH|AA,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,9,DA|AA,HH|HD|HA|DH|DD|AH|AD,88.4298,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,10,HD|HA,HH|DH|DD|DA|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,11,HD|DD,HH|HA|DH|DA|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,12,HD|DA,HH|HA|DH|DD|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,13,HA|DD,HH|HD|DH|DA|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,14,HA|DA,HH|HD|DH|DD|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,15,DD|DA,HH|HD|HA|DH|AH|AD|AA,86.7769,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,16,AH|AD,HH|HD|HA|DH|DD|DA|AA,77.686,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,17,AH|AA,HH|HD|HA|DH|DD|DA|AD,77.686,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,18,HD|AH,HH|HA|DH|DD|DA|AD|AA,76.0331,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,19,HA|AH,HH|HD|DH|DD|DA|AD|AA,76.0331,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,20,DD|AH,HH|HD|HA|DH|DA|AD|AA,76.0331,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,21,DA|AH,HH|HD|HA|DH|DD|AD|AA,76.0331,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,22,HH|AD,HD|HA|DH|DD|DA|AH|AA,71.9008,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,23,HH|AA,HD|HA|DH|DD|DA|AH|AD,71.9008,True,,,,
2021-08-28,Liverpool vs Chelsea,Man City vs Arsenal,11,11,H=0.3636 D=0.3636 A=0.2727,H=0.6364 D=0.1818 A=0.1818,B365,2.45,3.3,2.9,1.25,6.0,12.0,DH,24,DH|AD,HH|HD|HA|DD|DA|AH|AA,71.9008,False,,,,
